chr,start,end,EUT,AAI,AFT
1,4500001,4550000,38.1,16.89,45
1,4550001,4600000,45.54,12.33,42.12
1,4600001,4650000,31.73,24.2,44.05
1,4650001,4700000,50,18.01,31.98
1,4700001,4750000,44.07,23.62,32.29
1,4750001,4800000,58.49,19.29,22.21
1,4800001,4850000,24.63,21.78,53.57
1,4850001,4900000,38.16,13.09,48.73
1,4900001,4950000,70,15,15
1,4950001,5000000,71.07,14.39,14.53
1,5000001,5050000,80,15,5
1,5050001,5100000,65.75,17.59,16.65
1,5100001,5150000,64.84,23.09,12.05
1,5150001,5200000,60,25,15
1,5200001,5250000,65,20,15
1,5250001,5300000,70,15,15
1,5300001,5350000,60.19,16.2,23.6
1,5350001,5400000,32.29,51.92,15.78
1,5400001,5450000,37.27,57.72,5
1,5450001,5500000,30.98,54.04,14.96
1,5500001,5550000,33.34,51.24,15.41
1,5550001,5600000,41.14,39.8,19.05
1,5600001,5650000,33.22,37.02,29.74
1,5650001,5700000,28.3,36.99,34.69
1,5700001,5750000,34.01,41.44,24.54
1,5750001,5800000,16.49,48.5,35
1,5800001,5850000,27.88,47.78,24.33
1,5850001,5900000,37.11,33.18,29.69
1,5900001,5950000,51.9,33.07,15.02
1,5950001,6000000,35.11,41.09,23.79
1,6000001,6050000,50.55,38.88,10.55
1,6050001,6100000,16.63,28.99,54.37
1,6100001,6150000,39.79,20.59,39.61
1,6150001,6200000,29,30.06,40.93
1,6200001,6250000,45.04,29.95,25
1,6250001,6300000,54.35,29.52,16.11
1,6300001,6350000,70.13,26.17,3.68
1,6350001,6400000,65,22.59,12.4
1,6400001,6450000,60,25,15
1,6450001,6500000,58.56,21.32,20.11
1,6500001,6550000,45.62,39.37,15
1,6550001,6600000,51.84,18.78,29.37
1,6600001,6650000,37.09,22.99,39.91
1,6650001,6700000,35.07,17.23,47.68
1,6700001,6750000,27.75,29.07,43.17
1,6750001,6800000,55.46,26.65,17.87
1,6800001,6850000,75,15,10
1,6850001,6900000,66.86,15,18.13
1,6900001,6950000,64.5,15.49,20
1,6950001,7000000,52.45,15,32.54
1,7000001,7050000,39.11,13.59,47.29
1,7050001,7100000,48.12,15,36.87
1,7100001,7150000,39.06,10.82,50.1
1,7150001,7200000,60,15,25
1,7200001,7250000,35.59,19.4,45
1,7250001,7300000,77.32,7.67,15
1,7300001,7350000,42.12,7.17,50.7
1,7350001,7400000,40.33,14.74,44.91
1,7400001,7450000,46.62,19.97,33.39
1,7450001,7500000,44.13,17.67,38.18
1,7500001,7550000,24.99,26.18,48.82
1,7550001,7600000,14.26,15.73,70
1,7600001,7650000,25.53,34.73,39.73
1,7650001,7700000,44.98,39.31,15.69
1,7700001,7750000,49.05,35.34,15.59
1,7750001,7800000,79.06,15.93,5
1,7800001,7850000,39.16,7.99,52.83
1,7850001,7900000,43.8,7.08,49.1
1,7900001,7950000,27.77,5,67.22
1,7950001,8000000,29.56,21.85,48.57
1,8000001,8050000,69.45,19.34,11.2
1,8050001,8100000,49.98,43.69,6.32
1,8100001,8150000,35.08,33.14,31.76
1,8150001,8200000,42.23,25,32.76
1,8200001,8250000,59.36,18.24,22.38
1,8250001,8300000,66.33,5,28.66
1,8300001,8350000,62.65,12.86,24.47
1,8350001,8400000,52.67,15.78,31.53
1,8400001,8450000,42.22,3.79,53.98
1,8450001,8500000,27.01,2.36,70.61
1,8500001,8550000,35,0,65
1,8550001,8600000,25.48,9.51,65
1,8600001,8650000,38.93,8.13,52.92
1,8650001,8700000,50,35,15
1,8700001,8750000,52.05,30.8,17.13
1,8750001,8800000,59.49,0,40.5
1,8800001,8850000,45.21,14.17,40.61
1,8850001,8900000,19.47,29.43,51.08
1,8900001,8950000,32.74,30,37.25
1,8950001,9000000,44.22,14.05,41.72
1,8950001,9000000,44.22,14.05,41.72
1,9000001,9050000,35.68,13.26,51.05
1,9000001,9050000,35.68,13.26,51.05
1,9050001,9100000,50.18,15.77,34.03
1,9050001,9100000,50.18,15.77,34.03
1,9100001,9150000,51.04,4.06,44.88
1,9100001,9150000,51.04,4.06,44.88
1,9150001,9200000,41.46,6.27,52.25
1,9150001,9200000,41.46,6.27,52.25
1,9200001,9250000,70,30,0
1,9200001,9250000,70,30,0
1,9250001,9300000,29.57,10.92,59.49
1,9250001,9300000,29.57,10.92,59.49
1,9300001,9350000,69.11,7.13,23.75
1,9300001,9350000,69.11,7.13,23.75
1,9350001,9400000,70.51,7.22,22.25
1,9350001,9400000,70.51,7.22,22.25
1,9400001,9450000,45,10,45
1,9400001,9450000,45,10,45
1,9450001,9500000,70.29,9.98,19.71
1,9450001,9500000,70.29,9.98,19.71
1,9500001,9550000,46.66,16.2,37.12
1,9500001,9550000,46.66,16.2,37.12
1,9550001,9600000,48.16,16.83,35
1,9550001,9600000,48.16,16.83,35
1,9600001,9650000,79.21,11.47,9.3
1,9600001,9650000,79.21,11.47,9.3
1,9650001,9700000,30.37,29.44,40.18
1,9650001,9700000,30.37,29.44,40.18
1,9700001,9750000,25.02,34.97,40
1,9700001,9750000,25.02,34.97,40
1,9750001,9800000,10,51.25,38.74
1,9750001,9800000,10,51.25,38.74
1,9800001,9850000,27.09,56.55,16.34
1,9800001,9850000,27.09,56.55,16.34
1,9850001,9900000,20.28,26.45,53.26
1,9850001,9900000,20.28,26.45,53.26
1,9900001,9950000,39.9,20,40.09
1,9900001,9950000,39.9,20,40.09
1,9950001,10000000,18.03,18.8,63.15
1,9950001,10000000,18.03,18.8,63.15
1,10000001,10050000,50,10,40
1,10050001,10100000,44.08,20.53,35.38
1,10100001,10150000,41.8,17.69,40.5
1,10150001,10200000,53.73,27.91,18.34
1,10200001,10250000,25.24,25.84,48.91
1,10250001,10300000,24.74,20.57,54.68
1,10300001,10350000,26.13,20,53.86
1,10350001,10400000,22.37,20,57.62
1,10400001,10450000,43.99,16,40
1,10450001,10500000,29.84,22.69,47.45
1,10500001,10550000,27.2,25.29,47.5
1,10550001,10600000,26.06,25.6,48.33
1,10600001,10650000,54.57,33.41,12
1,10650001,10700000,20,40,40
1,10700001,10750000,43.1,38.32,18.56
1,10750001,10800000,38.32,32.91,28.76
1,10800001,10850000,22.32,16.54,61.13
1,10850001,10900000,85,14.27,0.72
1,10900001,10950000,85,15,0
1,10950001,11000000,11.9,10.55,77.53
1,11000001,11050000,90,10,0
1,11050001,11100000,66.13,14.5,19.35
1,11100001,11150000,25,25,50
1,11150001,11200000,44.44,15,40.55
1,11200001,11250000,31.47,18.25,50.27
1,11250001,11300000,32.16,20,47.83
1,11300001,11350000,30.47,20,49.52
1,11350001,11400000,26.04,19.47,54.47
1,11400001,11450000,15,60,25
1,11450001,11500000,15.79,29.84,54.36
1,11500001,11550000,52.04,30,17.95
1,11550001,11600000,55,30,15
1,11600001,11650000,17.17,28.93,53.88
1,11650001,11700000,35,30,35
1,11700001,11750000,35,26.63,38.36
1,11750001,11800000,36.79,24.93,38.27
1,11800001,11850000,10,25,65
1,11850001,11900000,10,25,65
1,11900001,11950000,30,55,15
1,11950001,12000000,5,30,65
1,12000001,12050000,37.04,30,32.95
1,12050001,12100000,35,31.39,33.6
1,12100001,12150000,35,25,40
1,12150001,12200000,35,30,35
1,12200001,12250000,30.3,28.89,40.79
1,12250001,12300000,65.43,20.03,14.53
1,12300001,12350000,37.68,20,42.31
1,12350001,12400000,15,27.47,57.52
1,12400001,12450000,15.74,25.12,59.13
1,12450001,12500000,18.32,34.31,47.36
1,12500001,12550000,15,30,55
1,12550001,12600000,19.68,31.92,48.38
1,12600001,12650000,20,35,45
1,12650001,12700000,15.34,35,49.65
1,12700001,12750000,20,32.51,47.48
1,12750001,12800000,25.06,54.93,20
1,12800001,12850000,10,60,30
1,12850001,12900000,52.05,32.48,15.46
1,12900001,12950000,45,25.57,29.42
1,12950001,13000000,35,25,40
1,13000001,13050000,32.08,10.23,57.67
1,13050001,13100000,75,5,20
1,13100001,13150000,58.19,0,41.8
1,13150001,13200000,45.09,10.62,44.27
1,13200001,13250000,80,15,5
1,13250001,13300000,45,15,40
1,13300001,13350000,76.1,13.89,10
1,13350001,13400000,87.7,12.29,0
1,13400001,13450000,32.59,45.41,21.98
1,13450001,13500000,60,20,20
1,13500001,13550000,69.41,18.08,12.5
1,13550001,13600000,69.66,10.33,20
1,13600001,13650000,57.2,14.42,28.36
1,13650001,13700000,13.65,12.21,74.13
1,13700001,13750000,39.07,12.35,48.56
1,13750001,13800000,48.15,14.17,37.66
1,13800001,13850000,45,20,35
1,13850001,13900000,45,20,35
1,13900001,13950000,39.57,15.98,44.43
1,13950001,14000000,56.86,15,28.13
1,14000001,14050000,40.63,28.72,30.63
1,14050001,14100000,35.58,22.02,42.39
1,14100001,14150000,25,29.04,45.95
1,14150001,14200000,35,40,25
1,14200001,14250000,50.08,16.39,33.52
1,14250001,14300000,35,35,30
1,14300001,14350000,47.72,17.27,35
1,14350001,14400000,38.07,26.02,35.89
1,14400001,14450000,31.08,35,33.91
1,14450001,14500000,43.74,37.17,19.08
1,14500001,14550000,30,30,40
1,14550001,14600000,47.9,29.46,22.62
1,14600001,14650000,55,30,15
1,14650001,14700000,55,30,15
1,14700001,14750000,48.58,29.94,21.46
1,14750001,14800000,61.11,18.29,20.59
1,14800001,14850000,28.99,32.83,38.17
1,14850001,14900000,59.83,16.21,23.94
1,14900001,14950000,58.27,29.07,12.65
1,14950001,15000000,69.47,18.88,11.64
1,15000001,15050000,39.54,20,40.45
1,15050001,15100000,45,15,40
1,15100001,15150000,36.77,43.2,20.02
1,15150001,15200000,35,25,40
1,15200001,15250000,34.52,31.18,34.28
1,15250001,15300000,16.52,35,48.47
1,15300001,15350000,20.6,57.31,22.08
1,15350001,15400000,45.14,27.66,27.18
1,15400001,15450000,37.26,25,37.73
1,15450001,15500000,48.71,25.33,25.95
1,15500001,15550000,46.01,30,23.98
1,15550001,15600000,49.92,25.07,25
1,15600001,15650000,50.96,24.03,25
1,15650001,15700000,27.74,31.04,41.2
1,15700001,15750000,31.4,27.51,41.08
1,15750001,15800000,32.09,37.04,30.85
1,15800001,15850000,25.39,35.35,39.24
1,15850001,15900000,27.25,40,32.74
1,15900001,15950000,57.49,27.5,15
1,15950001,16000000,31.65,50,18.34
1,16000001,16050000,44.63,50.36,5
1,16050001,16100000,24.27,32.01,43.7
1,16100001,16150000,19.12,49.18,31.69
1,16150001,16200000,35.69,22.03,42.26
1,16200001,16250000,35,10,55
1,16250001,16300000,65,10,25
1,16300001,16350000,62.27,15,22.72
1,16350001,16400000,45,15,40
1,16400001,16450000,20,10,70
1,16450001,16500000,50,5,45
1,16500001,16550000,26.14,5,68.85
1,16550001,16600000,33.24,5,61.75
1,16600001,16650000,61.27,6.98,31.74
1,16650001,16700000,43.92,11.01,45.06
1,16700001,16750000,53.93,10,36.06
1,16750001,16800000,60.88,10,29.11
1,16800001,16850000,46.17,10.15,43.66
1,16850001,16900000,47.62,16.89,35.48
1,16900001,16950000,36.86,9.1,54.02
1,16950001,17000000,61.84,5,33.15
1,17000001,17050000,30.4,40.46,29.12
1,17050001,17100000,66.07,24.14,9.77
1,17100001,17150000,66.47,25.08,8.44
1,17150001,17200000,54.4,10.64,34.95
1,17200001,17250000,65,20,15
1,17250001,17300000,14.87,25.37,59.75
1,17300001,17350000,40,25,35
1,17350001,17400000,23.14,25.91,50.93
1,17400001,17450000,15.69,31.49,52.8
1,17450001,17500000,29.84,54.44,15.71
1,17500001,17550000,90.07,9.92,0
1,17550001,17600000,25.38,17.15,57.45
1,17600001,17650000,43.09,16.35,40.54
1,17650001,17700000,75,10,15
1,17700001,17750000,70.26,10,19.73
1,17750001,17800000,50,10,40
1,17800001,17850000,59.46,12.27,28.26
1,17850001,17900000,88.37,10.35,1.26
1,17900001,17950000,76.03,18.96,5
1,17950001,18000000,35,25,40
1,18000001,18050000,50,20,30
1,18050001,18100000,70,15,15
1,18100001,18150000,65,15,20
1,18150001,18200000,82.81,15,2.18
1,18200001,18250000,65,15,20
1,18250001,18300000,19.64,50.35,30
1,18300001,18350000,56.6,10.2,33.19
1,18350001,18400000,36.62,8.75,54.61
1,18400001,18450000,77.56,6.32,16.11
1,18450001,18500000,27.06,11.18,61.75
1,18500001,18550000,31.21,20,48.78
1,18550001,18600000,35.92,34.89,29.17
1,18600001,18650000,45.75,28.19,26.05
1,18650001,18700000,66.95,0.64,32.4
1,18700001,18750000,60.03,13.47,26.48
1,18750001,18800000,40.36,21.87,37.75
1,18800001,18850000,24,26.65,49.34
1,18850001,18900000,29.41,22.39,48.19
1,18900001,18950000,31.07,19.13,49.78
1,18950001,19000000,25,19.6,55.39
1,19000001,19050000,15,30,55
1,19050001,19100000,15,28.28,56.71
1,19100001,19150000,26.73,68.26,5
1,19150001,19200000,10.34,61.81,27.83
1,19200001,19250000,10,75,15
1,19250001,19300000,10,60,30
1,19300001,19350000,17.02,62.97,20
1,19350001,19400000,11.16,41.29,47.54
1,19400001,19450000,52.16,45.5,2.32
1,19450001,19500000,35.04,35.35,29.59
1,19500001,19550000,60.34,30,9.65
1,19550001,19600000,18.53,38.67,42.79
1,19600001,19650000,25,35,40
1,19650001,19700000,30,35,35
1,19700001,19750000,51.4,18.6,30
1,19750001,19800000,55,10,35
1,19800001,19850000,55,15,30
1,19850001,19900000,47.44,18.88,33.66
1,19900001,19950000,67.08,21.22,11.68
1,19950001,20000000,49.22,10.41,40.36
1,20000001,20050000,62.33,17.66,20
1,20050001,20100000,36.08,25.89,38.02
1,20100001,20150000,20.39,59.6,20
1,20150001,20200000,25,57.75,17.24
1,20200001,20250000,27.95,57.5,14.53
1,20250001,20300000,9.71,51.5,38.78
1,20300001,20350000,21.27,19.29,59.42
1,20350001,20400000,48.75,32.81,18.43
1,20400001,20450000,46.08,16.42,37.49
1,20450001,20500000,28.77,19.82,51.39
1,20500001,20550000,30.51,4.48,65
1,20550001,20600000,69.7,12.52,17.77
1,20600001,20650000,73.03,10.87,16.08
1,20650001,20700000,43.28,4.76,51.95
1,20700001,20750000,45,2.15,52.84
1,20750001,20800000,79.8,7.56,12.62
1,20800001,20850000,90.46,5,4.53
1,20850001,20900000,82.67,7.32,10
1,20900001,20950000,55.97,5.51,38.5
1,20950001,21000000,66.38,10,23.61
1,21000001,21050000,25,19.61,55.38
1,21050001,21100000,25,20,55
1,21100001,21150000,76.78,18.21,5
1,21150001,21200000,55,21.04,23.95
1,21200001,21250000,55,20.55,24.44
1,21250001,21300000,85.42,14.57,0
1,21300001,21350000,45.11,16.01,38.86
1,21350001,21400000,41.85,20.07,38.06
1,21400001,21450000,30,15,55
1,21450001,21500000,55.18,16.61,28.19
1,21500001,21550000,71.56,18.43,10
1,21550001,21600000,75.44,15.38,9.16
1,21600001,21650000,61.89,15.76,22.34
1,21650001,21700000,42.36,32.63,25
1,21700001,21750000,20.86,34.19,44.93
1,21750001,21800000,62.59,28.41,8.98
1,21800001,21850000,36.01,28.15,35.83
1,21850001,21900000,45.42,25,29.57
1,21900001,21950000,46.14,28.8,25.05
1,21950001,22000000,87.64,10,2.35
1,22000001,22050000,55,35.09,9.9
1,22050001,22100000,60,20,20
1,22100001,22150000,65,15,20
1,22150001,22200000,70,10,20
1,22200001,22250000,85,10,5
1,22250001,22300000,32.82,40.55,26.61
1,22300001,22350000,55,40,5
1,22350001,22400000,60.13,25,14.86
1,22400001,22450000,26.47,48.28,25.24
1,22450001,22500000,35,15.15,49.84
1,22500001,22550000,55.13,25.42,19.44
1,22550001,22600000,40.52,10.63,48.84
1,22600001,22650000,75,15,10
1,22650001,22700000,37.31,17.61,45.06
1,22700001,22750000,47.03,22.96,30
1,22750001,22800000,40,25,35
1,22800001,22850000,38.57,23.41,38
1,22850001,22900000,59.62,21.81,18.55
1,22900001,22950000,19.53,22.07,58.38
1,22950001,23000000,46.98,18.65,34.35
1,23000001,23050000,35.63,15.03,49.32
1,23050001,23100000,35.17,22.05,42.77
1,23100001,23150000,39.97,21.8,38.21
1,23150001,23200000,55.12,17.15,27.72
1,23200001,23250000,55,45,0
1,23250001,23300000,31.93,41.02,27.04
1,23300001,23350000,30.84,23.43,45.71
1,23350001,23400000,68.89,25,6.1
1,23400001,23450000,34.95,20.11,44.92
1,23450001,23500000,24.23,19.62,56.14
1,23500001,23550000,54.97,15.02,30
1,23550001,23600000,70.85,14.66,14.48
1,23600001,23650000,50.49,29.56,19.93
1,23650001,23700000,50.05,21.71,28.23
1,23700001,23750000,30.28,29,40.7
1,23750001,23800000,22.61,34.6,42.77
1,23800001,23850000,41.4,33.98,24.6
1,23850001,23900000,71.14,23.79,5.06
1,23900001,23950000,78.54,21.35,0.1
1,23950001,24000000,71.42,28.57,0
1,24000001,24050000,60.91,39.08,0
1,24050001,24100000,72.9,20.98,6.1
1,24100001,24150000,75.86,20,4.13
1,24150001,24200000,72.65,20,7.34
1,24200001,24250000,42.15,18.71,39.12
1,24250001,24300000,85,5,10
1,24300001,24350000,59.81,10.53,29.64
1,24350001,24400000,70.98,3.34,25.66
1,24400001,24450000,73.49,11.67,14.83
1,24450001,24500000,51.5,15.33,33.15
1,24500001,24550000,35.65,15.15,49.18
1,24550001,24600000,32.2,22.13,45.66
1,24600001,24650000,44.77,34.86,20.36
1,24650001,24700000,48.9,38.95,12.13
1,24700001,24750000,35.47,41.85,22.67
1,24750001,24800000,36.46,36.12,27.41
1,24800001,24850000,26.38,35.64,37.97
1,24850001,24900000,35.07,35.72,29.19
1,24900001,24950000,61.67,24.78,13.54
1,24950001,25000000,59.47,25.52,15
1,25000001,25050000,24.86,28.29,46.83
1,25050001,25100000,45,25,30
1,25100001,25150000,50.09,21.87,28.02
1,25150001,25200000,43.14,26.02,30.83
1,25200001,25250000,27.37,21.5,51.12
1,25250001,25300000,40,25,35
1,25300001,25350000,43.85,28.63,27.51
1,25350001,25400000,45.91,32.25,21.83
1,25400001,25450000,55,30,15
1,25450001,25500000,70,30,0
1,25500001,25550000,33.86,27.8,38.32
1,25550001,25600000,58.9,26.09,15
1,25600001,25650000,20,40,40
1,25650001,25700000,62.65,11.71,25.63
1,25700001,25750000,53.46,15,31.53
1,25750001,25800000,55,15,30
1,25800001,25850000,49.43,10.29,40.27
1,25850001,25900000,54.8,9.41,35.78
1,25900001,25950000,45,15,40
1,25950001,26000000,44.42,9.21,46.36
1,26000001,26050000,71.77,13.22,15
1,26050001,26100000,29.75,22.04,48.19
1,26100001,26150000,41.65,26.41,31.93
1,26150001,26200000,55.09,28.71,16.18
1,26200001,26250000,67.68,22.31,10
1,26250001,26300000,29.61,23.38,46.99
1,26300001,26350000,38.33,20,41.66
1,26350001,26400000,44.36,19.93,35.7
1,26400001,26450000,55.25,11.19,33.55
1,26450001,26500000,27.11,23.92,48.96
1,26500001,26550000,25,20,55
1,26550001,26600000,53.77,15.87,30.35
1,26600001,26650000,70.65,13.39,15.95
1,26650001,26700000,20,10,70
1,26700001,26750000,56.31,15,28.68
1,26750001,26800000,50,6.16,43.83
1,26800001,26850000,26.11,15,58.88
1,26850001,26900000,26.64,10.94,62.41
1,26900001,26950000,19.18,12.62,68.18
1,26950001,27000000,35.88,20,44.11
1,27000001,27050000,30.28,15.37,54.34
1,27050001,27100000,15.98,23.13,60.88
1,27100001,27150000,16.87,48.12,35
1,27150001,27200000,11.66,43.97,44.35
1,27200001,27250000,65,5,30
1,27250001,27300000,76.17,5.58,18.23
1,27300001,27350000,31.55,16.62,51.81
1,27350001,27400000,28.63,22.99,48.36
1,27400001,27450000,66.94,25,8.05
1,27450001,27500000,84.65,5,10.34
1,27500001,27550000,69.43,9.22,21.34
1,27550001,27600000,49.43,15.1,35.46
1,27600001,27650000,49.55,24.85,25.59
1,27650001,27700000,39.5,15.5,45
1,27700001,27750000,54.22,26.6,19.17
1,27750001,27800000,77.8,12.19,10
1,27800001,27850000,84.59,5.4,10
1,27850001,27900000,40,15,45
1,27900001,27950000,75.14,12.93,11.91
1,27950001,28000000,42.28,27.71,30
1,28000001,28050000,30.64,25,44.36
1,28050001,28100000,75,20,5
1,28100001,28150000,60,15,25
1,28150001,28200000,50,20,30
1,28200001,28250000,25,25,50
1,28250001,28300000,41.79,26.13,32.07
1,28300001,28350000,38.34,15,46.65
1,28350001,28400000,41.63,23.35,35.01
1,28400001,28450000,38.92,33.04,28.02
1,28450001,28500000,58.99,25,16
1,28500001,28550000,50.85,20.46,28.68
1,28550001,28600000,55.88,30.67,13.43
1,28600001,28650000,58.69,21.3,20
1,28650001,28700000,34.53,34.22,31.23
1,28700001,28750000,40,10,50
1,28750001,28800000,25.38,23.26,51.35
1,28800001,28850000,48.3,30.73,20.95
1,28850001,28900000,25.43,44.56,30
1,28900001,28950000,53.75,37.38,8.85
1,28950001,29000000,43.99,32.82,23.18
1,29000001,29050000,74.97,18.44,6.57
1,29050001,29100000,69.98,23.55,6.46
1,29100001,29150000,70.17,24.82,5
1,29150001,29200000,70.36,29.63,0
1,29200001,29250000,65.18,34.81,0
1,29250001,29300000,55.77,34.22,10
1,29300001,29350000,58.62,21.78,19.58
1,29350001,29400000,69.95,10.9,19.13
1,29400001,29450000,64.21,8.29,27.48
1,29450001,29500000,80.2,14.42,5.37
1,29500001,29550000,34.86,14.42,50.7
1,29550001,29600000,26.95,17.23,55.81
1,29600001,29650000,22.04,9.67,68.28
1,29650001,29700000,28.66,5,66.33
1,29700001,29750000,25,5,70
1,29750001,29800000,26.84,5,68.15
1,29800001,29850000,90,10,0
1,29850001,29900000,27.3,5,67.69
1,29900001,29950000,19.51,5.26,75.21
1,29950001,30000000,30.12,12.59,57.28
1,30000001,30050000,42.55,14.16,43.27
1,30050001,30100000,68.05,16.89,15.05
1,30100001,30150000,59.88,12.86,27.24
1,30150001,30200000,36.14,27.94,35.9
1,30200001,30250000,31.73,37.01,31.25
1,30250001,30300000,70,25,5
1,30300001,30350000,68.06,31.93,0
1,30350001,30400000,55.19,34.8,10
1,30400001,30450000,72.09,25.89,2.01
1,30450001,30500000,35.15,29.84,35
1,30500001,30550000,10.57,45.08,44.34
1,30550001,30600000,20,25,55
1,30600001,30650000,35,50,15
1,30650001,30700000,25,30,45
1,30700001,30750000,75,25,0
1,30750001,30800000,15,25,60
1,30800001,30850000,10,20,70
1,30850001,30900000,10.72,22.16,67.11
1,30900001,30950000,35,25,40
1,30950001,31000000,35,30,35
1,31000001,31050000,31.16,35.44,33.38
1,31050001,31100000,17.55,51.68,30.75
1,31100001,31150000,22.55,50,27.44
1,31150001,31200000,40,37.75,22.24
1,31200001,31250000,24.13,34.52,41.33
1,31250001,31300000,51.53,19.38,29.07
1,31300001,31350000,38.4,24.2,37.38
1,31350001,31400000,57.12,25,17.87
1,31400001,31450000,20,25,55
1,31450001,31500000,25.59,20,54.4
1,31500001,31550000,40,15,45
1,31550001,31600000,35,30,35
1,31600001,31650000,36.37,25.78,37.83
1,31650001,31700000,58.22,40,1.77
1,31700001,31750000,60,40,0
1,31750001,31800000,50,30,20
1,31800001,31850000,36.32,18.67,45
1,31850001,31900000,55,40,5
1,31900001,31950000,20,70,10
1,31950001,32000000,60,35,5
1,32000001,32050000,54.03,40.96,5
1,32050001,32100000,63.61,35,1.38
1,32100001,32150000,54.39,14.98,30.61
1,32150001,32200000,45.53,20,34.46
1,32200001,32250000,52.97,15,32.02
1,32250001,32300000,75,15,10
1,32300001,32350000,61.52,14.78,23.68
1,32350001,32400000,78.6,13.5,7.88
1,32400001,32450000,61.1,18.89,20
1,32450001,32500000,58.48,21.51,20
1,32500001,32550000,55,18.62,26.37
1,32550001,32600000,52.75,27.24,20
1,32600001,32650000,60,25,15
1,32650001,32700000,55,25,20
1,32700001,32750000,50,35,15
1,32750001,32800000,55,40,5
1,32800001,32850000,63.92,25.98,10.09
1,32850001,32900000,43.21,34.66,22.11
1,32900001,32950000,70,25,5
1,32950001,33000000,70.04,24.95,5
1,33000001,33050000,32.76,40.65,26.57
1,33050001,33100000,32.34,27.96,39.69
1,33100001,33150000,47.06,33.37,19.56
1,33150001,33200000,26.03,65,8.96
1,33200001,33250000,25,75,0
1,33250001,33300000,35,29.7,35.29
1,33300001,33350000,32.52,26.61,40.85
1,33350001,33400000,59.31,27.86,12.81
1,33400001,33450000,35.1,30.23,34.65
