chr,start,end,eut,aai,aft
1,11400001,11450000,96.8200,3.1700,0
1,11450001,11500000,100.0000,0,0
1,11500001,11550000,94.5300,1.4600,3.9900
1,11550001,11600000,90.5900,1.3400,8.0600
1,11600001,11650000,92.8500,0,7.1400
1,11650001,11700000,92.8500,0,7.1400
1,11700001,11750000,96.7300,0,3.2600
1,11750001,11800000,100.0000,0,0
1,11800001,11850000,100.0000,0,0
1,11850001,11900000,100.0000,0,0
1,11900001,11950000,100.0000,0,0
1,11950001,12000000,100.0000,0,0
1,12000001,12050000,76.2800,14.2800,9.4300
1,12050001,12100000,83.0700,10.8900,6.0300
1,12100001,12150000,80.3600,15.8500,3.7700
1,12150001,12200000,80.7800,17.3300,1.8800
1,12200001,12250000,92.8500,7.1400,0
1,12250001,12300000,88.0900,0,11.9000
1,12300001,12350000,100.0000,0,0
1,12350001,12400000,100.0000,0,0
1,12400001,12450000,99.5100,.4800,0
1,12450001,12500000,100.0000,0,0
1,12500001,12550000,100.0000,0,0
1,12550001,12600000,96.9200,3.0700,0
1,12600001,12650000,90.4700,7.1400,2.3800
1,12650001,12700000,98.7500,1.2400,0
1,12700001,12750000,81.5700,18.4200,0
1,12750001,12800000,73.0800,26.1800,.7300
1,12800001,12850000,91.5400,6.8900,1.5600
1,12850001,12900000,96.5300,2.2400,1.2100
1,12900001,12950000,96.1200,3.8700,0
1,12950001,13000000,96.9000,3.0900,0
1,13000001,13050000,87.2400,12.7500,0
1,13050001,13100000,91.2400,8.7500,0
1,13100001,13150000,93.6300,6.3600,0
1,13150001,13200000,97.6100,2.0300,.3400
1,13200001,13250000,96.7600,3.2300,0
1,13250001,13300000,92.0000,6.5200,1.4600
1,13300001,13350000,96.0400,1.8100,2.1300
1,13350001,13400000,100.0000,0,0
1,13400001,13450000,96.3700,.0300,3.5800
1,13450001,13500000,93.4200,0,6.5700
1,13500001,13550000,100.0000,0,0
1,13550001,13600000,100.0000,0,0
1,13600001,13650000,100.0000,0,0
1,13650001,13700000,87.5700,12.4200,0
1,13700001,13750000,80.2000,14.3100,5.4700
1,13750001,13800000,85.5200,11.9000,2.5600
1,13800001,13850000,87.6900,11.9400,.3500
1,13850001,13900000,88.0900,11.9000,0
1,13900001,13950000,88.0300,11.9600,0
1,13950001,14000000,80.9100,19.0800,0
1,14000001,14050000,76.1600,21.4500,2.3800
1,14050001,14100000,83.1400,16.6600,.1800
1,14100001,14150000,73.8500,24.1200,2.0100
1,14150001,14200000,67.9200,11.9000,20.1600
1,14200001,14250000,83.9400,5.7600,10.2900
1,14250001,14300000,100.0000,0,0
1,14300001,14350000,99.8800,0,.1100
1,14350001,14400000,100.0000,0,0
1,14400001,14450000,99.3300,.6600,0
1,14450001,14500000,73.9400,24.3800,1.6700
1,14500001,14550000,90.1500,.0200,9.8100
1,14550001,14600000,70.7200,25.3600,3.9000
1,14600001,14650000,73.2600,19.3300,7.4000
1,14650001,14700000,71.5000,18.9700,9.5200
1,14700001,14750000,78.7600,16.8200,4.4000
1,14750001,14800000,99.0200,.9700,0
1,14800001,14850000,98.4700,1.4900,.0200
1,14850001,14900000,95.7900,0,4.2000
1,14900001,14950000,85.0600,0,14.9300
1,14950001,15000000,67.4500,23.8000,8.7300
1,15000001,15050000,89.9400,10.0500,0
1,15050001,15100000,55.1800,44.8100,0
1,15100001,15150000,73.8000,24.1000,2.0800
1,15150001,15200000,72.5100,27.4800,0
1,15200001,15250000,70.5800,20.4700,8.9400
1,15250001,15300000,80.5900,18.9100,.4900
1,15300001,15350000,70.5000,29.4900,0
1,15350001,15400000,83.3500,16.6400,0
1,15400001,15450000,76.6100,23.1200,.2500
1,15450001,15500000,80.9500,19.0400,0
1,15500001,15550000,83.5100,10.9200,5.5600
1,15550001,15600000,76.5800,14.0200,9.3900
1,15600001,15650000,88.2100,6.7000,5.0700
1,15650001,15700000,85.8000,3.1500,11.0400
1,15700001,15750000,90.4700,0,9.5200
1,15750001,15800000,99.0500,.9400,0
1,15800001,15850000,78.5700,0,21.4200
1,15850001,15900000,91.4300,4.9800,3.5700
1,15900001,15950000,84.0200,15.9700,0
1,15950001,16000000,88.1300,2.3800,9.4800
1,16000001,16050000,84.7400,15.2500,0
1,16050001,16100000,80.5700,15.0200,4.3900
1,16100001,16150000,75.0300,24.9600,0
1,16150001,16200000,93.9000,6.0900,0
1,16200001,16250000,97.6100,2.3800,0
1,16250001,16300000,96.8500,2.3800,.7500
1,16300001,16350000,95.2300,4.7600,0
1,16350001,16400000,82.9800,2.5100,14.4900
1,16400001,16450000,74.3000,1.8000,23.8800
1,16450001,16500000,74.3600,0,25.6300
1,16500001,16550000,64.2800,12.5500,23.1600
1,16550001,16600000,98.6100,0,1.3800
1,16600001,16650000,100.0000,0,0
1,16650001,16700000,99.3000,.6900,0
1,16700001,16750000,97.6100,2.3800,0
1,16750001,16800000,98.8700,1.1200,0
1,16800001,16850000,94.8400,2.8700,2.2800
1,16850001,16900000,90.0100,0,9.9800
1,16900001,16950000,73.9700,17.4500,8.5600
1,16950001,17000000,88.0000,.2400,11.7500
1,17000001,17050000,88.0500,.0400,11.9000
1,17050001,17100000,95.2600,4.7300,0
1,17100001,17150000,100.0000,0,0
1,17150001,17200000,100.0000,0,0
1,17200001,17250000,100.0000,0,0
1,17250001,17300000,78.7700,21.2200,0
1,17300001,17350000,73.5600,24.4100,2.0100
1,17350001,17400000,69.0400,30.9500,0
1,17400001,17450000,78.5700,21.4200,0
1,17450001,17500000,80.2000,19.7200,.0600
1,17500001,17550000,100.0000,0,0
1,17550001,17600000,99.6700,.3200,0
1,17600001,17650000,90.8400,5.5500,3.6000
1,17650001,17700000,100.0000,0,0
1,17700001,17750000,96.7900,3.2000,0
1,17750001,17800000,87.5600,12.4300,0
1,17800001,17850000,92.4900,1.3200,6.1800
1,17850001,17900000,98.0100,0,1.9800
1,17900001,17950000,70.8700,28.8900,.2300
1,17950001,18000000,88.0600,11.9300,0
1,18000001,18050000,74.0800,23.8600,2.0500
1,18050001,18100000,100.0000,0,0
1,18100001,18150000,67.7100,32.2800,0
1,18150001,18200000,98.9500,0,1.0400
1,18200001,18250000,97.1000,0,2.8900
1,18250001,18300000,72.4900,22.7400,4.7600
1,18300001,18350000,98.2900,0,1.7000
1,18350001,18400000,57.3500,14.0200,28.6200
1,18400001,18450000,75.2000,21.0900,3.6900
1,18450001,18500000,81.0100,16.7900,2.1800
1,18500001,18550000,91.8500,7.1400,.9900
1,18550001,18600000,91.8400,8.1500,0
1,18600001,18650000,90.9900,6.3700,2.6300
1,18650001,18700000,95.5300,0,4.4600
1,18700001,18750000,99.4300,0,.5600
1,18750001,18800000,98.8000,1.1900,0
1,18800001,18850000,96.9700,2.9800,.0300
1,18850001,18900000,64.2800,35.7100,0
1,18900001,18950000,97.6100,2.3800,0
1,18950001,19000000,92.8500,7.1400,0
1,19000001,19050000,71.5200,28.4700,0
1,19050001,19100000,100.0000,0,0
1,19100001,19150000,82.8100,17.1800,0
1,19150001,19200000,92.8900,7.1000,0
1,19200001,19250000,80.9500,19.0400,0
1,19250001,19300000,74.6100,25.3800,0
1,19300001,19350000,70.8600,29.1300,0
1,19350001,19400000,91.1900,4.7600,4.0400
1,19400001,19450000,77.9200,17.6900,4.3700
1,19450001,19500000,52.1900,42.8200,4.9700
1,19500001,19550000,88.5200,2.3800,9.0900
1,19550001,19600000,84.3000,6.0900,9.6000
1,19600001,19650000,97.6100,0,2.3800
1,19650001,19700000,83.0700,14.5400,2.3800
1,19700001,19750000,95.6100,.2400,4.1400
1,19750001,19800000,92.8500,0,7.1400
1,19800001,19850000,70.1700,3.0600,26.7500
1,19850001,19900000,97.8200,.6300,1.5300
1,19900001,19950000,73.8000,26.1900,0
1,19950001,20000000,96.2500,.0600,3.6800
1,20000001,20050000,91.0900,8.9000,0
1,20050001,20100000,89.2700,3.5800,7.1300
1,20100001,20150000,55.3000,29.8000,14.8800
1,20150001,20200000,69.0800,21.8400,9.0700
1,20200001,20250000,82.2200,4.8500,12.9200
1,20250001,20300000,94.3700,5.6200,0
1,20300001,20350000,94.6400,4.2100,1.1300
1,20350001,20400000,97.2800,2.7100,0
1,20400001,20450000,95.3300,4.6600,0
1,20450001,20500000,42.8500,0,57.1400
1,20500001,20550000,86.3900,.3200,13.2800
1,20550001,20600000,89.1300,8.8200,2.0300
1,20600001,20650000,95.3300,4.6600,0
1,20650001,20700000,92.1000,.7500,7.1400
1,20700001,20750000,99.5500,.4400,0
1,20750001,20800000,100.0000,0,0
1,20800001,20850000,100.0000,0,0
1,20850001,20900000,100.0000,0,0
1,20900001,20950000,100.0000,0,0
1,20950001,21000000,96.3100,0,3.6800
1,21000001,21050000,93.6600,0,6.3300
1,21050001,21100000,89.9200,10.0700,0
1,21100001,21150000,79.6000,0,20.3900
1,21150001,21200000,100.0000,0,0
1,21200001,21250000,88.0900,0,11.9000
1,21250001,21300000,99.3100,0,.6800
1,21300001,21350000,93.8700,3.7400,2.3800
1,21350001,21400000,98.0200,1.9700,0
1,21400001,21450000,91.5700,0,8.4200
1,21450001,21500000,97.5300,.0800,2.3800
1,21500001,21550000,97.6100,0,2.3800
1,21550001,21600000,100.0000,0,0
1,21600001,21650000,100.0000,0,0
1,21650001,21700000,93.8700,6.1200,0
1,21700001,21750000,86.3900,3.3600,10.2300
1,21750001,21800000,92.1500,4.0200,3.8200
1,21800001,21850000,70.1300,28.9100,.9400
1,21850001,21900000,76.8000,2.3800,20.8100
1,21900001,21950000,97.6100,2.3800,0
1,21950001,22000000,89.4100,10.5800,0
1,22000001,22050000,89.8700,9.5200,.6000
1,22050001,22100000,92.8500,7.1400,0
1,22100001,22150000,40.4700,3.1300,56.3900
1,22150001,22200000,45.4500,14.2800,40.2500
1,22200001,22250000,57.1400,2.3800,40.4700
1,22250001,22300000,77.6100,2.5700,19.8100
1,22300001,22350000,94.7400,2.8700,2.3800
1,22350001,22400000,94.6800,0,5.3100
1,22400001,22450000,97.1400,0,2.8500
1,22450001,22500000,97.6100,2.3800,0
1,22500001,22550000,85.8100,4.4000,9.7800
1,22550001,22600000,86.0200,2.4500,11.5100
1,22600001,22650000,100.0000,0,0
1,22650001,22700000,94.0800,1.4700,4.4400
1,22700001,22750000,97.6100,0,2.3800
1,22750001,22800000,91.8800,0,8.1100
1,22800001,22850000,99.3500,.6400,0
1,22850001,22900000,95.7700,.2600,3.9600
1,22900001,22950000,79.7700,0,20.2200
1,22950001,23000000,90.0300,2.3800,7.5800
1,23000001,23050000,88.5000,11.4900,0
1,23050001,23100000,83.7500,8.8900,7.3400
1,23100001,23150000,64.8500,2.3800,32.7600
1,23150001,23200000,95.2300,2.3800,2.3800
1,23200001,23250000,99.7400,.2500,0
1,23250001,23300000,92.8900,4.7200,2.3800
1,23300001,23350000,99.0900,0,.9000
1,23350001,23400000,63.4600,6.8900,29.6300
1,23400001,23450000,72.3400,9.5200,18.1200
1,23450001,23500000,100.0000,0,0
1,23500001,23550000,64.2800,0,35.7100
1,23550001,23600000,66.4800,.2700,33.2300
1,23600001,23650000,66.6100,0,33.3800
1,23650001,23700000,50.9600,8.7300,40.2900
1,23700001,23750000,78.0200,0,21.9700
1,23750001,23800000,78.3900,0,21.6000
1,23800001,23850000,96.9400,.0500,3.0000
1,23850001,23900000,100.0000,0,0
1,23900001,23950000,89.0400,0,10.9500
1,23950001,24000000,99.3200,0,.6700
1,24000001,24050000,64.7200,0,35.2700
1,24050001,24100000,99.9400,.0500,0
1,24100001,24150000,82.6700,4.6700,12.6400
1,24150001,24200000,90.6900,5.8800,3.4200
1,24200001,24250000,91.8700,.4600,7.6500
1,24250001,24300000,84.8800,3.6200,11.4900
1,24300001,24350000,92.1400,.6300,7.2100
1,24350001,24400000,86.0100,0,13.9800
1,24400001,24450000,92.3000,1.9300,5.7600
1,24450001,24500000,86.1000,1.6200,12.2600
1,24500001,24550000,99.6200,0,.3700
1,24550001,24600000,98.8900,0,1.1000
1,24600001,24650000,91.3400,7.6000,1.0500
1,24650001,24700000,80.9600,17.6900,1.3400
1,24700001,24750000,84.0200,15.9600,0
1,24750001,24800000,90.7900,0,9.2000
1,24800001,24850000,85.5200,.7500,13.7200
1,24850001,24900000,99.2900,0,.7000
1,24900001,24950000,96.5300,0,3.4600
1,24950001,25000000,98.9200,0,1.0700
1,25000001,25050000,94.5500,3.0600,2.3800
1,25050001,25100000,93.2200,4.7600,2.0000
1,25100001,25150000,97.3100,2.6800,0
1,25150001,25200000,95.7900,.0100,4.1800
1,25200001,25250000,93.5000,1.4100,5.0800
1,25250001,25300000,92.8500,0,7.1400
1,25300001,25350000,92.8500,0,7.1400
1,25350001,25400000,84.9500,0,15.0400
1,25400001,25450000,91.4800,1.6700,6.8300
1,25450001,25500000,97.2700,2.1700,.5400
1,25500001,25550000,98.2800,1.7100,0
1,25550001,25600000,84.6500,.4300,14.9100
1,25600001,25650000,77.1500,1.4500,21.3900
1,25650001,25700000,88.2700,1.2900,10.4200
1,25700001,25750000,79.0700,0,20.9200
1,25750001,25800000,93.4900,.2900,6.2000
1,25800001,25850000,88.1000,7.1000,4.7900
1,25850001,25900000,90.4800,4.3500,5.1500
1,25900001,25950000,69.2400,2.2600,28.4800
1,25950001,26000000,91.1700,0,8.8200
1,26000001,26050000,86.0900,0,13.9000
1,26050001,26100000,97.2800,0,2.7100
1,26100001,26150000,96.3300,0,3.6600
1,26150001,26200000,84.0400,11.6100,4.3400
1,26200001,26250000,100.0000,0,0
1,26250001,26300000,94.5400,.5600,4.8900
1,26300001,26350000,92.6100,3.8900,3.4900
1,26350001,26400000,88.0000,8.5800,3.4000
1,26400001,26450000,85.3900,6.8300,7.7600
1,26450001,26500000,64.0400,18.4800,17.4600
1,26500001,26550000,75.4700,21.3700,3.1400
1,26550001,26600000,100.0000,0,0
1,26600001,26650000,91.2200,4.2800,4.4900
1,26650001,26700000,87.2100,10.5700,2.2000
1,26700001,26750000,98.7500,1.2400,0
1,26750001,26800000,86.6900,10.5300,2.7700
1,26800001,26850000,71.3000,1.9600,26.7200
1,26850001,26900000,71.4000,2.3800,26.2100
1,26900001,26950000,70.2900,1.1700,28.5300
1,26950001,27000000,69.0400,30.9500,0
1,27000001,27050000,63.1500,24.2900,12.5400
1,27050001,27100000,73.3700,12.3400,14.2800
1,27100001,27150000,54.1600,42.8700,2.9500
1,27150001,27200000,72.6300,26.6300,.7300
1,27200001,27250000,97.0800,2.9100,0
1,27250001,27300000,71.1200,25.2400,3.6200
1,27300001,27350000,97.5600,.9600,1.4600
1,27350001,27400000,57.7700,35.0800,7.1300
1,27400001,27450000,35.6400,21.0500,43.3000
1,27450001,27500000,78.2800,6.6300,15.0800
1,27500001,27550000,90.2300,3.0800,6.6800
1,27550001,27600000,81.3300,16.1300,2.5200
1,27600001,27650000,73.2200,26.7700,0
1,27650001,27700000,100.0000,0,0
1,27700001,27750000,73.8000,23.8400,2.3500
1,27750001,27800000,100.0000,0,0
1,27800001,27850000,96.5400,1.7700,1.6800
1,27850001,27900000,89.6300,0,10.3600
1,27900001,27950000,95.2400,.6300,4.1200
1,27950001,28000000,40.4600,59.3900,.1400
1,28000001,28050000,89.6200,9.0800,1.2900
1,28050001,28100000,85.7100,0,14.2800
1,28100001,28150000,94.5900,0,5.4000
1,28150001,28200000,68.4900,3.6300,27.8700
1,28200001,28250000,86.8000,3.2100,9.9800
1,28250001,28300000,87.9000,1.9400,10.1500
1,28300001,28350000,72.0300,1.8600,26.0900
1,28350001,28400000,66.7200,15.1100,18.1600
1,28400001,28450000,67.8400,29.8800,2.2700
1,28450001,28500000,86.3400,5.6600,7.9900
1,28500001,28550000,95.2300,0,4.7600
1,28550001,28600000,81.0900,.0500,18.8400
1,28600001,28650000,75.4400,14.2100,10.3400
1,28650001,28700000,68.0000,30.7900,1.2000
1,28700001,28750000,95.8600,4.1300,0
1,28750001,28800000,93.9100,4.9400,1.1300
1,28800001,28850000,94.3000,.3100,5.3700
1,28850001,28900000,97.7300,1.0900,1.1600
1,28900001,28950000,87.3600,12.5900,.0400
1,28950001,29000000,85.8600,1.9500,12.1800
1,29000001,29050000,88.8300,11.1600,0
1,29050001,29100000,80.4000,17.0100,2.5800
1,29100001,29150000,79.1100,20.8800,0
1,29150001,29200000,64.7000,27.5000,7.7800
1,29200001,29250000,92.8000,7.1900,0
1,29250001,29300000,94.0100,2.9900,2.9800
1,29300001,29350000,72.1400,10.6600,17.1800
1,29350001,29400000,99.0600,.8800,.0400
1,29400001,29450000,61.6300,27.0000,11.3600
1,29450001,29500000,65.5000,0,34.4900
1,29500001,29550000,29.5900,35.3300,35.0700
1,29550001,29600000,64.2900,26.3300,9.3600
1,29600001,29650000,78.7300,0,21.2600
1,29650001,29700000,76.1900,11.9000,11.9000
1,29700001,29750000,69.0600,19.2500,11.6700
1,29750001,29800000,90.4700,9.5200,0
1,29800001,29850000,90.4700,9.5200,0
1,29850001,29900000,90.0100,9.9800,0
1,29900001,29950000,67.6100,9.5200,22.8600
1,29950001,30000000,76.5500,11.5300,11.9000
1,30000001,30050000,86.8600,4.3500,8.7700
1,30050001,30100000,85.7100,9.5200,4.7600
1,30100001,30150000,91.6700,5.1300,3.1800
1,30150001,30200000,79.3600,12.0900,8.5300
1,30200001,30250000,60.8800,32.9000,6.2000
1,30250001,30300000,92.8500,7.1400,0
1,30300001,30350000,92.8500,7.1400,0
1,30350001,30400000,85.1600,14.0700,.7600
1,30400001,30450000,94.6000,2.3800,3.0100
1,30450001,30500000,57.4600,1.3100,41.2100
1,30500001,30550000,79.5100,7.3600,13.1100
1,30550001,30600000,85.7100,11.9000,2.3800
